HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
11.56336,1.5974965,8.180928,0.5703757,2.9791708,0.50604993,4.5837393
11.441795,1.5371784,8.0856905,0.53804034,2.7964823,0.49090233,4.2796855
11.357714,1.4731709,8.046134,0.5035481,2.6272824,0.47589865,3.9825299
11.105041,1.4027699,7.84541,0.46299896,2.4912171,0.46296018,3.7225866
11.041274,1.3614293,7.8165703,0.4373579,2.457091,0.4569802,3.6138182
10.921529,1.3326659,7.7160387,0.416418,2.4810493,0.4564231,3.6033258
10.664692,1.3328867,7.452625,0.409475,2.6031706,0.46409938,3.7567644
10.219986,1.3359113,7.001914,0.40394092,2.7221808,0.47294116,3.9270563
9.720467,1.3662832,6.4575615,0.41420788,2.8880475,0.48595715,4.186353
9.003147,1.403472,5.6900077,0.42911676,3.0599475,0.500391,4.4706078
8.056663,1.4323221,4.6962843,0.44070888,3.1872447,0.51247656,4.698149
6.9546413,1.4589787,3.5608819,0.45286602,3.2940102,0.5233886,4.9026713
5.917452,1.486171,2.4850676,0.46661752,3.3812554,0.5319844,5.0702577
5.2434344,1.4962511,1.8132762,0.47377658,3.4109607,0.53636104,5.140399
4.784462,1.4960114,1.3817796,0.47689414,3.3949559,0.5367634,5.1359797
4.8384643,1.5104012,1.4576722,0.48833135,3.410142,0.53745943,5.1627626
5.241085,1.5263617,1.8919939,0.50058144,3.4332964,0.5388578,5.1980605
6.0593657,1.5439135,2.747535,0.5143796,3.4422398,0.53933114,5.2139716
7.0677834,1.5809896,3.7575157,0.5386118,3.478016,0.5412653,5.275124
8.133587,1.608813,4.823334,0.5573031,3.4939835,0.54265577,5.3079257
9.114778,1.6396477,5.7762756,0.5772494,3.5001755,0.54332715,5.3304915
10.106349,1.6563265,6.743345,0.59080213,3.4338086,0.53903025,5.2493324
10.903275,1.6484488,7.533849,0.59080255,3.3066642,0.53039247,5.0707407
11.364375,1.6420062,7.9642563,0.59085083,3.1845338,0.5208659,4.893069
11.448575,1.5945259,8.066885,0.5672847,2.996435,0.5071749,4.604884
11.42287,1.5443616,8.065266,0.54096556,2.8367927,0.49352363,4.336665
11.229951,1.4662638,7.9317317,0.4986667,2.6345677,0.47659776,3.9901538
11.178932,1.4094923,7.9190397,0.46635997,2.521736,0.46504122,3.7655272
10.87694,1.3569756,7.6594977,0.43397677,2.4668005,0.45806238,3.6287303
10.689835,1.3320659,7.493594,0.41477007,2.5202498,0.45972127,3.6600287
10.473802,1.3207977,7.281293,0.4025594,2.5925665,0.46395522,3.7395878
10.054704,1.3364465,6.8384466,0.40340248,2.7482178,0.47482884,3.9632628
9.536924,1.3618304,6.2821116,0.41077322,2.9043589,0.48763394,4.2101917
8.766368,1.3998128,5.453121,0.42592958,3.0709558,0.5014526,4.4865093
7.808306,1.4303731,4.4464993,0.4380879,3.2057,0.51375467,4.7243743
6.826868,1.4592552,3.4311848,0.4515376,3.3210723,0.525293,4.9383397
5.910628,1.4833059,2.4894106,0.4651507,3.3818989,0.532426,5.0716715
5.0248075,1.4884511,1.5964749,0.46843246,3.4106305,0.5362469,5.135218
4.6413026,1.4905286,1.2418244,0.47240514,3.4072497,0.53725773,5.1466227
4.897354,1.5106224,1.5180733,0.48837763,3.41273,0.53716993,5.162143
5.222596,1.519081,1.8836027,0.4963057,3.4209266,0.53766805,5.175276
6.0672913,1.5405535,2.7562728,0.5123418,3.4330797,0.5377252,5.1924124
6.9552317,1.570594,3.656171,0.53196865,3.4782493,0.5415724,5.2693896
8.058253,1.6094179,4.742342,0.5565654,3.513696,0.543379,5.32906
9.192634,1.6429404,5.857542,0.57918346,3.510476,0.5439083,5.345154
10.127453,1.6536932,6.7776823,0.588972,3.4472718,0.5401814,5.266067
10.8341055,1.6549035,7.455684,0.5933503,3.3396783,0.5320256,5.11444
11.232383,1.6286432,7.84842,0.5824628,3.175351,0.52057976,4.874542
11.435623,1.5898213,8.061497,0.5641792,2.9977553,0.506629,4.598349
11.428618,1.5305345,8.087511,0.5336809,2.800583,0.4907386,4.2764444
11.24967,1.4650105,7.954677,0.49763492,2.6431828,0.47697964,3.9979308
11.010878,1.3982852,7.7624826,0.45935583,2.5148966,0.4649258,3.7521563
10.865156,1.3626883,7.643217,0.43650278,2.4955833,0.45994478,3.6689878
10.61951,1.326016,7.425615,0.41080582,2.5134478,0.45940298,3.648348
10.332721,1.3196915,7.1415906,0.4005284,2.6146472,0.46556318,3.7705204
10.050781,1.3405272,6.822491,0.40482745,2.7675815,0.47598144,3.9893322
9.329665,1.3603936,6.0727057,0.40851885,2.9264302,0.48939893,4.241706
8.660883,1.3923517,5.363145,0.42109692,3.0747466,0.502166,4.4911695
7.7199283,1.4307972,4.360152,0.43765128,3.2272213,0.51514524,4.752319
6.6893153,1.4548897,3.2914405,0.44819793,3.3266406,0.5254711,4.941396
5.694167,1.4721963,2.2827997,0.4571542,3.3974762,0.5336061,5.0841923
4.997421,1.4849426,1.5795708,0.46589077,3.4164,0.5360875,5.1375837
4.7782,1.4926823,1.3810933,0.47394803,3.4124715,0.537382,5.150818
4.860742,1.5095283,1.4810255,0.48728344,3.4210453,0.53737426,5.1687193
5.255218,1.5172495,1.9220328,0.49532744,3.4203024,0.5377128,5.1725817
5.9645195,1.5413551,2.6515877,0.5116331,3.4569476,0.5393722,5.2245665
6.933243,1.5761725,3.630173,0.5345212,3.498496,0.5425498,5.297366
7.957849,1.605308,4.6538625,0.5538515,3.5206032,0.5445685,5.3417435
9.016181,1.6374984,5.680178,0.57482886,3.518032,0.5439461,5.3493323
9.830446,1.6415524,6.484639,0.58072394,3.443564,0.53987163,5.253985
